Name,Method,File,Student,Question,Result,Time,Index,Gold_Wrong,Total_Answered,Gender,Age,Education,Relationship,Department,Crowdsourcing_Knowledge,Crowdsourcing_Use
;019311946=0140?,Umati,/3_4.png:norm,3,4,4,1301428968.7,4,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/6_4.png:norm,6,4,0,1301428970.19,5,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/8_4.png:norm,8,4,0,1301428971.23,6,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/4_4.png:norm,4,4,1,1301428980.7,7,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/7_4.png:norm,7,4,4,1301428991.11,8,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/9_1.png:gold,9,1,4,1301428999.14,9,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/8_1.png:norm,8,1,4,1301429018.48,10,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/1_1.png:norm,1,1,0,1301429022.79,11,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/5_1.png:norm,5,1,0,1301429032.46,12,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/3_1.png:norm,3,1,0,1301429035.26,13,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/7_1.png:norm,7,1,4,1301429043.42,14,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/4_1.png:norm,4,1,0,1301497079.36,15,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/6_1.png:norm,6,1,2,1301497105.15,16,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/2_1.png:norm,2,1,4,1301497119.65,17,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/9_6.png:gold,9,6,4,1301497123.85,18,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/5_6.png:norm,5,6,0,1301497126.35,19,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/6_6.png:norm,6,6,4,1301497128.21,20,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/2_6.png:norm,2,6,0,1301497130.35,21,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/4_6.png:norm,4,6,3,1301497139.95,22,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/1_6.png:norm,1,6,4,1301497144.07,23,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/3_6.png:norm,3,6,4,1301497146.01,24,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/7_6.png:norm,7,6,4,1301497148.26,25,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/8_6.png:norm,8,6,4,1301497149.84,26,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,9_11.png:gold,9,11,4,1301497155.17,27,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,5_11.png:norm,5,11,4,1301497158.31,28,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,4_11.png:norm,4,11,0,1301497160.52,29,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,8_11.png:norm,8,11,0,1301497164.84,30,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,6_11.png:norm,6,11,4,1301497166.8,31,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,7_11.png:norm,7,11,4,1301497170.85,32,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,9_10.png:gold,9,10,4,1301497173.95,33,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,4_10.png:norm,4,10,4,1301497176.53,34,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,9_13.png:gold,9,13,4,1301498711.39,35,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,5_13.png:norm,5,13,4,1301498715.42,36,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,4_13.png:norm,4,13,4,1301498718.74,37,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,6_13.png:norm,6,13,4,1301498722.8,38,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,8_13.png:norm,8,13,4,1301498725.35,39,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,7_13.png:norm,7,13,3,1301498732.78,40,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/9_7.png:gold,9,7,4,1301498735.32,41,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/7_7.png:norm,7,7,4,1301498737.61,42,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/3_7.png:norm,3,7,4,1301498739.88,43,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/8_7.png:norm,8,7,4,1301498741.4,44,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/6_7.png:norm,6,7,4,1301498743.18,45,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/2_7.png:norm,2,7,4,1301498745.93,46,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/5_7.png:norm,5,7,4,1301498749.06,47,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/1_7.png:norm,1,7,3,1301498752.07,48,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/4_7.png:norm,4,7,1,1301498756.05,49,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/9_3.png:gold,9,3,4,1301498798.2,50,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/8_3.png:norm,8,3,2,1301498802.61,51,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/2_3.png:norm,2,3,3,1301498805.9,52,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/1_3.png:norm,1,3,3,1301498811.58,53,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/3_3.png:norm,3,3,0,1301498824.26,54,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/7_3.png:norm,7,3,1,1301498832.23,55,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/6_3.png:norm,6,3,4,1301498835.51,56,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/5_3.png:norm,5,3,4,1301498838.28,57,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/4_3.png:norm,4,3,1,1301498851.83,58,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/9_5.png:gold,9,5,3,1301498867.46,59,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/6_5.png:norm,6,5,0,1301498871.53,60,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/8_5.png:norm,8,5,4,1301498878.44,61,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/2_5.png:norm,2,5,4,1301498883.04,62,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/5_5.png:norm,5,5,1,1301498891.64,63,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;019311946=0140?,Umati,/1_5.png:norm,1,5,0,1301498900.58,64,1,65,Male,21-24,Bachelors,Undergraduate Student,CS,Yes,No
;021786503=0140?,Umati,/9_5.png:gold,9,5,3,1301251223.39,0,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/6_5.png:norm,6,5,0,1301251269.22,1,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/8_5.png:norm,8,5,3,1301251286.78,2,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/5_5.png:norm,5,5,2,1301251312.02,3,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/3_5.png:norm,3,5,3,1301251333.87,4,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/1_5.png:norm,1,5,0,1301251345.47,5,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/2_5.png:norm,2,5,3,1301251352.14,6,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/4_5.png:norm,4,5,3,1301251361.13,7,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/7_5.png:norm,7,5,3,1301251389.04,8,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/9_2.png:gold,9,2,4,1301251413.67,9,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/7_2.png:norm,7,2,3,1301251435.22,10,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/5_2.png:norm,5,2,4,1301251480.54,11,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/4_2.png:norm,4,2,2,1301251494.15,12,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/6_2.png:norm,6,2,2,1301251510.74,13,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;021786503=0140?,Umati,/2_2.png:norm,2,2,4,1301251526.33,14,1,15,Male,18-20,High School,Undergraduate Student,EE,Yes,No
;019428417=0140?,Umati,/9_1.png:gold,9,1,4,1301356094.9,0,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,/6_1.png:norm,6,1,0,1301356134.67,1,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,/7_1.png:norm,7,1,4,1301356170.8,2,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,/3_1.png:norm,3,1,0,1301356178.52,3,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,/5_1.png:norm,5,1,0,1301356197.98,4,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,/2_1.png:norm,2,1,4,1301356211.3,5,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,/8_1.png:norm,8,1,3,1301356251.11,6,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,/1_1.png:norm,1,1,0,1301356258.13,7,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,/4_1.png:norm,4,1,0,1301356274.64,8,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,9_11.png:gold,9,11,4,1301356291.35,9,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,5_11.png:norm,5,11,4,1301356297.89,10,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,8_11.png:norm,8,11,2,1301356309.17,11,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,7_11.png:norm,7,11,4,1301356320.11,12,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,6_11.png:norm,6,11,4,1301356323.36,13,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,4_11.png:norm,4,11,0,1301356326.99,14,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;019428417=0140?,Umati,/9_2.png:gold,9,2,4,1301356338.15,15,0,16,Male,25-39,Masters,Graduate Student,CS,Yes,No
;020512553=0140?,Umati,/9_7.png:gold,9,7,4,1301349329.42,0,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/6_7.png:norm,6,7,4,1301349335.69,1,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/8_7.png:norm,8,7,4,1301349357.25,2,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/4_7.png:norm,4,7,0,1301349368.13,3,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/1_7.png:norm,1,7,3,1301349376.24,4,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/3_7.png:norm,3,7,4,1301349398.44,5,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/5_7.png:norm,5,7,4,1301349405.27,6,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/7_7.png:norm,7,7,2,1301349422.82,7,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/2_7.png:norm,2,7,2,1301349442.12,8,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/9_4.png:gold,9,4,3,1301349490.81,9,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/6_4.png:norm,6,4,4,1301349514.24,10,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/2_4.png:norm,2,4,1,1301349524.85,11,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/4_4.png:norm,4,4,2,1301349534.64,12,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/7_4.png:norm,7,4,4,1301349568.92,13,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/5_4.png:norm,5,4,0,1301349590.02,14,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/3_4.png:norm,3,4,1,1301350205.67,15,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/1_4.png:norm,1,4,0,1301350217.56,16,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/8_4.png:norm,8,4,0,1301350233.19,17,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/9_6.png:gold,9,6,4,1301350240.68,18,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/8_6.png:norm,8,6,4,1301350245.59,19,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/4_6.png:norm,4,6,2,1301350256.26,20,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/3_6.png:norm,3,6,4,1301350258.97,21,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/1_6.png:norm,1,6,3,1301350272.02,22,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/6_6.png:norm,6,6,4,1301350276.56,23,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/7_6.png:norm,7,6,3,1301350290.69,24,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/5_6.png:norm,5,6,0,1301350292.78,25,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/2_6.png:norm,2,6,0,1301350295.01,26,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/9_9.png:gold,9,9,4,1301350309.49,27,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/8_9.png:norm,8,9,3,1301350314.29,28,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/4_9.png:norm,4,9,0,1301350321.1,29,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/1_9.png:norm,1,9,4,1301350325.33,30,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/6_9.png:norm,6,9,4,1301350328.15,31,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/7_9.png:norm,7,9,1,1301350336.9,32,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/5_9.png:norm,5,9,0,1301350340.24,33,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/3_9.png:norm,3,9,4,1301350348.31,34,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/2_9.png:norm,2,9,4,1301350352.87,35,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,9_13.png:gold,9,13,4,1301350374.35,36,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,6_13.png:norm,6,13,1,1301350384.06,37,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,4_13.png:norm,4,13,0,1301350388.01,38,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,8_13.png:norm,8,13,4,1301350397.98,39,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,7_13.png:norm,7,13,2,1301350437.29,40,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,5_13.png:norm,5,13,1,1301350452.43,41,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/9_1.png:gold,9,1,4,1301350470.42,42,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/4_1.png:norm,4,1,0,1301350478.83,43,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/1_1.png:norm,1,1,0,1301350491.46,44,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/3_1.png:norm,3,1,0,1301350498.73,45,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/9_3.png:gold,9,3,4,1301350738.41,46,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/7_3.png:norm,7,3,1,1301350751.73,47,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/2_3.png:norm,2,3,1,1301350756.07,48,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/6_3.png:norm,6,3,4,1301350759.15,49,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/8_3.png:norm,8,3,2,1301350767.66,50,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/3_3.png:norm,3,3,1,1301350771.75,51,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/4_3.png:norm,4,3,1,1301350783.08,52,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/1_3.png:norm,1,3,1,1301350789.33,53,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/5_3.png:norm,5,3,4,1301350794.9,54,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/9_5.png:gold,9,5,4,1301350809.55,55,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/7_5.png:norm,7,5,4,1301350820.84,56,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/8_5.png:norm,8,5,4,1301350830.94,57,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/4_5.png:norm,4,5,3,1301350838.27,58,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/6_5.png:norm,6,5,0,1301350846.41,59,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/3_5.png:norm,3,5,4,1301350858.18,60,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/5_5.png:norm,5,5,0,1301350869.0,61,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/2_5.png:norm,2,5,4,1301350876.1,62,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/1_5.png:norm,1,5,0,1301350884.82,63,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/9_2.png:gold,9,2,4,1301350904.56,64,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/7_2.png:norm,7,2,4,1301350937.44,65,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/3_2.png:norm,3,2,4,1301350955.74,66,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/2_2.png:norm,2,2,4,1301350961.43,67,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/5_2.png:norm,5,2,4,1301351001.97,68,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/8_2.png:norm,8,2,4,1301351017.53,69,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/4_2.png:norm,4,2,2,1301351028.68,70,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/1_2.png:norm,1,2,0,1301351037.73,71,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/6_2.png:norm,6,2,2,1301351044.46,72,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,5_14.png:norm,5,14,0,1301351073.21,73,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/9_8.png:gold,9,8,4,1301351200.67,74,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/8_8.png:norm,8,8,2,1301351219.12,75,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/4_8.png:norm,4,8,0,1301351231.56,76,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/2_8.png:norm,2,8,4,1301351241.06,77,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/1_8.png:norm,1,8,0,1301351243.62,78,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/3_8.png:norm,3,8,4,1301351258.21,79,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/6_8.png:norm,6,8,3,1301351273.04,80,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/5_8.png:norm,5,8,0,1301351278.84,81,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,/7_8.png:norm,7,8,0,1301351285.9,82,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,9_11.png:gold,9,11,4,1301351363.59,83,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,4_11.png:norm,4,11,0,1301351367.07,84,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,8_11.png:norm,8,11,0,1301351372.35,85,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,6_11.png:norm,6,11,4,1301351379.45,86,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,7_11.png:norm,7,11,1,1301351389.71,87,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,5_11.png:norm,5,11,4,1301351439.03,88,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
;020512553=0140?,Umati,9_10.png:gold,9,10,4,1301351464.62,89,1,114,Female,18-20,High School,Undergraduate Student,Other Department on Campus,Yes,Completed tasks
